Dictionary,Code,Name,Text
ETIM,EC001236,Solar mounting frame,A structural frame used to support and secure solar panels.
ETIM,EC001238,Solar frame attachment,A fastening component used to secure solar panels to mounting frames.
ETIM,EC001239,Connection tube for solar collector system,A pipe used to transport heat-transfer fluid between solar collectors.
ETIM,EC001240,Solar compensator/- corrugated hose,A flexible conduit used to absorb thermal expansion in solar systems.
ETIM,EC001243,Heat-transfer fluid,A liquid used in heating systems to transfer thermal energy efficiently.
ETIM,EC001249,Cover/casing for outdoor units,A protective enclosure for outdoor electrical or HVAC equipment.
ETIM,EC001250,Groundwater mounting set for heat pump,A kit used to install heat pumps that utilize groundwater as a heat source.
ETIM,EC001251,Groundwater distributor for heat pump,A component that manages the flow of groundwater in heat pump systems.
ETIM,EC001257,Neutral disconnect terminal block,Component with a special form for manual separation of neutral conductors which is arbitrarily aligne
ETIM,EC001258,Foot switch,A control switch operated by foot pressure.
ETIM,EC001259,Stand for signal tower with tube,A support structure with a tube used to mount signal towers.
ETIM,EC001260,Two-hand control device,A safety control that requires both hands to operate machinery.
ETIM,EC001261,Acoustic module for signal tower,A sound-emitting component integrated into a signal tower.
ETIM,EC001262,Patch cord copper (twisted pair),A short network cable made of twisted pair copper wires.
ETIM,EC001263,Fibre optic patch cord,A short fiber optic cable used to connect network devices.
ETIM,EC001264,Data communication connection box copper (twisted pair),A terminal box used for managing twisted pair network connections.
ETIM,EC001265,Soldering iron set (battery),A battery-powered soldering kit for electronic work.
ETIM,EC001266,Desoldering iron,A tool used to remove solder from electronic components.
ETIM,EC001267,Desoldering lace,A braided copper wire used to absorb and remove molten solder.
ETIM,EC001268,Desoldering tweezers,A specialized tweezer tool designed to remove soldered components.
ETIM,EC001269,Desoldering pump,A vacuum tool used to extract melted solder from joints.
ETIM,EC001270,Desoldering tip,A replacement tip for desoldering irons or pumps.
ETIM,EC001271,Gas soldering iron,A soldering iron powered by combustible gas.
ETIM,EC001272,Gas soldering set,A complete kit for gas-powered soldering applications.
ETIM,EC001273,Soldering bath,A container of molten solder used for dip soldering components.
ETIM,EC001274,Industrial air exctraction device,A ventilation unit used to remove fumes and dust in industrial settings.
ETIM,EC001276,Soldering set,A kit containing essential tools and materials for soldering.
ETIM,EC001277,Soldering tip holder,A stand or storage unit for organizing soldering tips.
ETIM,EC001278,Cleaning sponge for soldering tip,A moist sponge used to clean soldering iron tips.
ETIM,EC001279,Temperature controller for soldering bath,A device that regulates the temperature of a soldering bath.
ETIM,EC001280,Vacuum pipette for SMD-elements,A suction tool used to handle small surface-mount components.
ETIM,EC001281,Spare tip for desoldering pump,A replacement nozzle for a desoldering pump.
ETIM,EC001282,"Insert for crimp tool cable lugs, cable end sleeves, screen connection",A component used to adapt crimping tools for specific connector types.
ETIM,EC001283,Panel feed-through terminal block,Component which is used for the conduct of at least one electrical cable through a housing wall
ETIM,EC001284,Single- and multi-pole terminal strip,Component which is fixed and consists of individual terminals and is used for connecting cables
ETIM,EC001285,Mounting rail for electrical/industrial control equipment,A metal rail of a standard type widely used for mounting circuit breakers and industrial control equi
ETIM,EC001286,Auxiliary device for distribution board devices,A supporting component used to enhance distribution board functionality.
ETIM,EC001287,Locking device for switches,"Component, which is installed for protection against unauthorized or unsafe operation of the shift le"
ETIM,EC001288,Labelling material,A substance or product used for marking and identifying components.
ETIM,EC001289,Equalizer,A device that adjusts audio frequencies for balanced sound output.
ETIM,EC001290,Car amplifier,A power amplifier designed for vehicle audio systems.
ETIM,EC001295,Electrical kit for storage heater,A set of electrical components required for installing storage heaters.
ETIM,EC001317,Panel-mounted CEE socket outlet (IEC 60309),A heavy-duty industrial power socket designed for panel mounting.
ETIM,EC001319,CEE appliance inlet (IEC 60309),An industrial power inlet designed to connect CEE standard plugs.
ETIM,EC001320,CEE coupling (IEC 60309),A connector that joins two CEE standard industrial power plugs.
ETIM,EC001321,CEE socket outlet (IEC 60309),A heavy-duty industrial socket for high-current applications.
ETIM,EC001322,Round socket/plug for high currents,A circular electrical connector designed for high-current loads.
ETIM,EC001324,"CEE socket outlet, disconnectable, with fuse (IEC 60309)",A fused industrial socket that can be disconnected for safety.
ETIM,EC001325,Panel mounted socket outlet with protective contact,A safety socket designed for mounting in control panels.
ETIM,EC001326,Plug with protective contact for devices,A power plug with integrated grounding for enhanced safety.
ETIM,EC001327,Coupler with protective contact,A connector that ensures proper grounding in electrical connections.
ETIM,EC001329,Multi level installation terminal block,Component for connecting wires and cables with the ability to measure insulation resistance
ETIM,EC001330,Shutting actuator for bus system,A device that controls the opening and closing of circuits within a bus system.
ETIM,EC001332,Flashing luminaire,A lighting fixture that emits intermittent flashes of light.
ETIM,EC001333,Strobe luminaire,Beacon which emits light over a range of 360 ° and gives multiple flash sequences in different intens
ETIM,EC001334,Continuous luminaire,"A lighting fixture that provides a constant, uninterrupted light source."
ETIM,EC001335,Explosion proof strobe luminaire,Explosion-proof light which is used to attract attention with light and to warn or with which danger 
ETIM,EC001336,Explosion proof electronic buzzer,A sound-emitting device designed for hazardous environments where explosions may occur.
ETIM,EC001337,Explosion proof flashing alarm luminaire,Optical rotary encoder signal with special protection for use in explosive atmospheres
ETIM,EC001338,Explosion proof signal horn,"Explosion-proof device for generating acoustic signals, which can be operated with electrical energy "
ETIM,EC001339,Explosion proof warning light pole,"Explosion-proof beacon, usually with several different color schemes, for visual signaling of states "
ETIM,EC001340,Monitored LED indicator luminaire,A lighting fixture with an LED indicator that provides status monitoring.
ETIM,EC001341,Rotating beacon alarm luminaire,A warning light that rotates to signal alarms or alerts.
ETIM,EC001342,Explosion proof fan,A ventilation fan designed for use in potentially explosive environments.
ETIM,EC001349,Additional device for door communication,Additional terminal device for extension of a house call system
ETIM,EC001351,Push button panel door communication,A control panel with push buttons used in door intercom systems.
ETIM,EC001352,Accessories/spare parts for door communication,Additional components or replacement parts for door communication systems.
ETIM,EC001353,Traffic light,A signaling device used to regulate vehicle and pedestrian traffic.
ETIM,EC001354,Electronic sound generator,A device that produces audible tones or signals electronically.
ETIM,EC001355,Explosion proof traffic light,A traffic signaling device designed for hazardous environments.
ETIM,EC001356,Explosion proof signal generator,Explosion-proof electrical equipment for emitting a characteristic acoustic signal
ETIM,EC001357,Explosion proof alarm bell,A sound-emitting alarm device suitable for hazardous environments.
ETIM,EC001358,Radio transmitter,"Transmitter for the generation and emission of electromagnetic waves, which usually consists of an os"
ETIM,EC001359,Monitor door communication,A display unit used to visually monitor door communication systems.
ETIM,EC001361,PC-programming set for time switch for bus system,A software and hardware package used to configure time switches in bus systems.
ETIM,EC001362,Universal hole cutter and components,A versatile tool set used for drilling holes in various materials.
ETIM,EC001364,Sheet metal shears (electric),A powered cutting tool used for trimming sheet metal.
ETIM,EC001365,Blind rivet tool (battery),A battery-powered tool used for setting blind rivets.
ETIM,EC001366,Rotary and demolition hammer (electric),A heavy-duty power tool designed for drilling and chipping in concrete and masonry.
ETIM,EC001367,Rotary hammer (battery),A battery-operated hammer drill used for drilling into hard materials.
ETIM,EC001368,Rotary hammer (electric),A mains-powered hammer drill used for heavy-duty drilling applications.
ETIM,EC001369,Drilling machine (battery),Mostly used to drill holes but can also be used to screw in screws. There are very different requirem
ETIM,EC001370,Drilling machine (electric),A power tool designed for creating holes in various materials.
ETIM,EC001371,Drilling machine/screwdriver (battery),"Mostly used to screw in screws, drilling holes is possible but only as an exception. There are very d"
ETIM,EC001372,Drilling machine/screwdriver (electric),A combined power tool for both drilling and driving screws.
ETIM,EC001373,Core drilling machine (electric),A specialized drill designed for cutting large diameter holes in materials.
ETIM,EC001374,Delta sander (electric),A power tool with a triangular sanding pad used for detail sanding.
ETIM,EC001375,Random orbital disc sander (battery),A battery-powered sanding tool with a circular motion for smooth finishes.
ETIM,EC001377,All purpose saw (battery),A battery-operated cutting tool designed for multiple materials.
ETIM,EC001378,All purpose saw (electric),A mains-powered cutting tool suitable for various materials.
ETIM,EC001379,Threading machine (electric),A power tool used for cutting threads on pipes or bolts.
ETIM,EC001380,Hand circular saw (battery),A cordless saw with a rotating blade for straight cuts in wood and other materials.
ETIM,EC001381,Hand circular saw (electric),A mains-powered saw used for making precise straight cuts.
ETIM,EC001382,Hot glue gun (electric),A tool that melts adhesive sticks for bonding materials.
ETIM,EC001383,Hot air gun (electric),"A power tool that blows hot air for heating, drying, or shaping materials."
ETIM,EC001384,Planer (battery),A battery-operated tool used for smoothing and shaping wood surfaces.
ETIM,EC001385,Planer (electric),A mains-powered tool for trimming and leveling wood.
ETIM,EC001386,Chop saw (battery),A cordless saw designed for cutting through metal or wood with precision.
ETIM,EC001387,Kit gun (battery),A battery-powered dispensing tool for adhesives and sealants.
ETIM,EC001388,Chipping hammer (electric),A power tool used for breaking and chipping hard surfaces.
ETIM,EC001390,Wet and dry vacuum cleaner (electric),A versatile vacuum cleaner designed for both liquid and solid debris.
ETIM,EC001391,Hammer drill (battery),A battery-operated drill with a hammering action for masonry drilling.
ETIM,EC001392,Hammer drill (electric),A mains-powered drill that combines rotation and hammering for tough materials.
ETIM,EC001393,Impact screwdriver (battery),A cordless tool that delivers high torque for driving screws.
ETIM,EC001394,Impact screwdriver (electric),A mains-powered tool used for driving screws with high torque.
ETIM,EC001395,Screwdriver (battery),A battery-operated tool used for driving and removing screws.
ETIM,EC001396,Screwdriver (electric),A mains-powered tool designed for driving and removing screws.
ETIM,EC001397,Sander (battery),A cordless sanding tool for smoothing surfaces.
ETIM,EC001398,Sander (electric),A mains-powered sanding tool for finishing surfaces.
ETIM,EC001399,Jig saw (electric),A power tool with a reciprocating blade for making curved and straight cuts.
Airport,AD-BHS-001,Bag drop,"Represents the functional interface between passenger and the baggage handling system operator, that "
Airport,AD-BHS-002,Bag tag reader,"Represents the module that identifies the bag, typically based upon the license plate number on the b"
Airport,AD-BHS-003,Baggage conveyor,"Represents the system of belts, track or vehicles that transports baggage through an airport. (IATA A"
Airport,AD-BHS-004,Baggage dispenser - flat,"Represents the collection device, with presentation surface parallel to the floor, for presenting bag"
Airport,AD-BHS-005,Baggage dispenser - inclined,"Represents the collection device, with an inclined presentation surface and a lip, for presenting bag"
Airport,AD-BHS-006,Baggage hoist,"Represents the assisted lifting device with an adjustable bed that is controlled by an operator, to h"
Airport,AD-BHS-007,Check-in conveyor,"Represents the arrangment of conveyors, responsible for weighing, labelling and dispatching bags onto"
Airport,AD-BHS-008,Check-in desk,"Represents the interface location between passenger and airport, where airline/handler staff can allo"
Airport,AD-BHS-009,Chute - spiral,Represents the curved metal slide on which the baggage spirals down to the end user in an airport. (M
Airport,AD-BHS-010,Chute - straight,Represents the straight metal slide on which the baggage travels down to the end user in an airport. 
Airport,AD-BHS-011,Conveyor belt - curved,"Represents the belt, with a conveying surface parallel to the floor and curve at a specific angle, wh"
Airport,AD-BHS-012,Conveyor belt - declined,"Represents the belt to permit baggage flow from one level to another level upwards, in a controlled a"
Airport,AD-BHS-013,Conveyor belt - horizontal,"Represents the belt, with a parallel conveying surface to the floor, which is used for transportation"
Airport,AD-BHS-015,Conveyor belt - merge left,"Represents the belt at the left hand side and a specific angle to the main conveyor line, which is us"
Airport,AD-BHS-016,Conveyor belt - merge right,"Represents the belt at the right hand side and a specific angle to the main conveyor line, which is u"
Airport,AD-BHS-017,Conveyor belt - vertimerge,Represents the sortation device used to dynamically combine baggage flows from different routes into 
Airport,AD-BHS-018,Conveyor belt - vertisorter,Represents the sortation device used to dynamically separate a single baggage flow from a single rout
Airport,AD-BHS-019,High-speed - diverter,"Represents the sortation device comprising a dual paddle system with integrated small conveyors, whic"
Airport,AD-BHS-020,Powered plough,"Represents the sortation device consisting a single paddle with an integrated small conveyor, which d"
Airport,AD-BHS-021,Powered pusher - four bar link,"Represents the sortation device with a mechanical arm, which pushes preselected incoming baggage to b"
Airport,AD-BHS-022,Roller bed - buffer position,Represents the conveyor with series of rollers supported in a frame over which baggage is buffered te
Airport,AD-BHS-023,Roller bed - horizontal power,Represents the conveyor with series of rollers supported in a frame over which baggage is advanced ma
Airport,AD-BHS-024,Storage - crane,"Represents the multi-level device used for the automated transport and handling of a bag, typically i"
Airport,AD-BHS-025,Storage - lane,"Represents a single or multi-conevyor lane storage system that is utilised to store bags on, typicall"
Airport,AD-BHS-026,Storage - rack,Represents a single or multi-level structural storage system that is utilised to support high stackin
Airport,AD-BHS-027,Storage - shuttle,"Represents the single level device used for the automated transport and handling of a bag, typically "
Airport,AD-BHS-028,Vertical conveyor - continuous,"Represents the conveyor that moves perpendicular to the floor, that provides for operation of multipl"
Airport,AD-BHS-029,Vertical conveyor - non-continuous,Represents the conveyor that moves perpendicular to the floor and provides intermittent operation of 
Airport,AD-BHS-030,X-Ray machine - 2D,Represents the inspection equipment that uses x-ray radiation to create two dimensional views of the 
Airport,AD-BHS-031,X-Ray machine - 3D,Represents the inspection equipment that uses computed tomography x-ray technology to create high-res
Uniclass,Ac,Activities,Ac Activities - 30 July 2020 - v1.12
Uniclass,Ac_05,Project management activities,
Uniclass,Co,Complexes,Co Complexes - 30 July 2020 - v1.11
CCI,A-A__,Space for human dwelling,space designed for human dwelling and related activities
CCI,A-AA_,Occupiable space,"space for human dwelling for rest, relaxation, recreation or waiting"
CCI,A-AAA,Room,occupiable space for personal use
CCI,A-AAB,Living space,occupiable space for shared use
CCI,A-AAC,Waiting space,occupiable space for waiting
CCI,A-AAD,Courtyard,occupiable space outdoors entirely or partly surrounded by buildings
CCI,A-AB_,Personal hygiene space,space for human dwelling for personal hygiene use
CCI,A-ABA,Bathroom,personal hygiene space enabling persons to wash and possibly relieve themselves
CCI,A-ABB,Toilet,personal hygiene space enabling persons to relieve themselves
CCI,A-ABC,Baby changing room,personal hygiene space for young children
CCI,A-ABD,Changing room,personal hygiene space for changing clothes
CCI,A-ABE,Shower,personal hygiene space enabling persons to wash themselves
CCI,A-ABF,Sauna,personal hygiene space enabling persons to take a sweat-inducing bath
CCI,A-AC_,Isolation space,space for human dwelling for isolating persons
CCI,A-ACA,Shelter,isolation space to protect persons from hazardous of dangerous situations
CCI,A-ACB,Cell,isolation space to separate persons from other persons
CCI,A-B__,Space for human activity,space designed for humans’ leisure and business activities
CCI,A-BA_,Workspace,space for human activity for producing an immaterial result
CCI,A-BAA,Office,"workspace for the production, processing and interpretation of information"
CCI,A-BAB,Meeting space,workspace for meetings
CCI,A-BAC,Reception,workspace for receiving guests and goods
CCI,A-BAD,Sales area,workspace for selling goods and services
CCI,A-BAE,Teaching space,workspace conveying knowledge and competencies
CCI,A-BAF,Study,workspace for reading
CCI,A-BAG,Laundry,workspace for laundering clothes and linen
CCI,A-BAH,Treatment space,workspace for health-related and other treatment and care of individuals
CCI,A-BAJ,Examining space,workspace for diagnosis
CCI,A-BAK,Observation space,workspace for monitoring individuals
CCI,A-BAL,Viewing space,workspace for observing processes and persons in adjacent space
CCI,A-BAM,Media workshop,workspace for recording and editing media
CCI,A-BB_,Production space,space for human activity for producing a material result
CCI,A-BBA,Kitchen,production space for working with foodstuffs
CCI,A-BBB,Materials workshop,production space for working with materials
CCI,A-BBC,Machine shop,production space for working with machinery and equipment
CCI,A-BBD,Studio,production space for working on art and crafts
CCI,A-BBE,Packing space,production space for sorting and packing objects
CCI,A-BC_,Laboratory,space for human activity for performing analyses and tests
CCI,A-BCA,Technical laboratory,laboratory for technical analyses
CCI,A-BCB,Materials laboratory,laboratory for studying materials
CCI,A-BCC,Biology laboratory,laboratory for biological analysis
CCI,A-BD_,Practice space,space for human activity of sport or culture
CCI,A-BDA,Sports hall,practice space for sports
CCI,A-BDB,Training room,"practice space for training strength, condition and balance"
CCI,A-BDC,Rehearsal room,practice space for practicing artistic competencies
CCI,A-BDD,Stage,practice space for performance artistic works
CCI,A-BDE,Playroom,practice space for children
CCI,A-BE_,Assembly space,space for human activity for mass assemblies of people/persons
CCI,A-BEA,Dining space,assembly space for consumption of food
CCI,A-BEB,Hall,assembly space for social events
CCI,A-BEC,Gallery,assembly space for displaying objects
CCI,A-BED,Religious faith space,assembly space for religious activities
CCI,A-C__,Storage space,"space designed for storage of materials, equipment and organisms"
CCI,A-CA_,Material storage space,storage space for resources
CCI,A-CAA,Refuse storage space,material storage space for refused and rejected materials or objects
CCI,A-CAB,Chemicals storage space,material storage space for chemicals
CCI,A-CAC,Medicine storage space,material storage space for medicines
CCI,A-CAD,Archive storage space,material storage space for physical documents or media
CCI,A-CAE,Fluid storage space,material storage space for fluid
CCI,A-CAF,Raw materials storage space,material storage space for substances or materials for use in production processes
CCI,A-CAG,Food storage space,material storage space for food and drinks
CCI,A-CAH,Secure storage space,material storage space for valuable objects
CCI,A-CAJ,Packaging storage space,material storage space of materials for packaging
CCI,A-CAK,Clothes storage space,"material storage space for clothing, shoes and linen"
CCI,A-CAL,Building materials storage space,material storage space for building materials
CCI,A-CAM,Explosives space,material storage space for explosives
CCI,A-CAN,Stockroom,"material storage space for products, goods and cargo"
CCI,A-CB_,Equipment storage space,storage space for moveable technical equipment
CCI,A-CBA,Furniture storage space,equipment storage space of objects for fitting out (of spaces)
CCI,A-CBB,Tool storage space,equipment storage space for tools
CCI,A-CBC,Instrument storage space,equipment storage space for technical instruments
CCI,A-CBD,Vehicle storage space,equipment storage space for modes of transport
CCI,A-CC_,Animal enclosure,storage space for enclosing animals
CCI,A-CCA,Cage,animal enclosure for keeping animals locked up
CCI,A-CCB,Stall,animal enclosure for keeping animals fenced in
CCI,A-CCC,Stable,animal enclosure for providing shelter
CCI,A-CCD,Water enclosure,animal enclosure for keeping animals in water
CCI,A-CD_,Planting space,storage space for plants
CCI,A-CDA,Indoor planting space,planting space for growing plants indoor
CCI,A-CDB,Outdoor planting space,planting space for growing plants outdoor
CCI,A-CE_,Dead body storage,storage space for dead bodies
CCI,A-CEA,Chapel of rest,dead body storage for interim storage
CCI,A-CEB,Crypt,dead body storage for permanent storage
CCI,A-D__,Space for technical systems,space designed for active technical equipment
CCI,A-DA_,Installation space,space for technical systems which support the function of construction entities
CCI,A-DAA,Electric installation space,installation space for stationary electric equipment
CCI,A-DAB,Information technology (IT) equipment space,installation space for stationary electronic equipment
CCI,A-DAC,Mechanical installation space,installation space for stationary mechanical equipment
CCI,A-DAD,Shared installation space,installation space for stationary technical equipment
CCI,A-DB_,Equipment space,space for technical systems which support human activities
CCI,A-DBA,Control equipment space,"equipment space of controlling, regulating and monitoring"
CCI,A-DBB,Production plant space,equipment space of fabricating and preparing products
CCI,A-DBC,Service equipment space,equipment space of service functions
CCI,A-DBD,Analysis equipment space,equipment space of analyses
CCI,A-DC_,Equipment operation space,space for technical systems which provides space for equipment operation
CCI,A-DCA,Work envelope,equipment operation space providing equipment movement space
CCI,A-DCB,Clearance space,equipment operation space providing clearance around equipment
CCI,A-E__,Space for infrastructure,space designed to create links between activity spaces
CCI,A-EA_,Circulation space,space for infrastructure providing access
CCI,A-EAA,Vestibule,circulation space between outdoor and indoor spaces
CCI,A-EAB,Air lock,circulation space for regulating passage between spaces
CCI,A-EAC,Corridor,circulation space horizontally between two or more spaces
CCI,A-EAD,Stairwell,circulation space vertically and non-automated between two or more storeys or levels
CCI,A-EAE,Lift space,circulation space vertically and automated between two or more levels
CCI,A-EAF,Portico,circulation space through a building
CCI,A-EB_,Services space,space for infrastructure for distributing technical services or media
CCI,A-EBA,Services tunnel,services space with horizontal access for persons
CCI,A-EBB,Shaft,services space with vertical access for persons
CCI,A-EBC,Duct,services space without access for persons
CCI,A-F__,Traffic space,space for traffic
CCI,A-FA_,Vehicle traffic space,traffic space for vehicles
CCI,A-FAA,Carriageway,vehicle traffic space intended for vehicles
CCI,A-FAB,Traffic lane,vehicle traffic space for one line of traffic
CCI,A-FAC,Shoulder,vehicle traffic space along a carriageway for emergency and intermediate use
CCI,A-FAD,Lay-by out lane,vehicle traffic space for stopping of vehicles
CCI,A-FAE,Passing place,vehicle traffic space for meeting of vehicles
CCI,A-FAF,Turning place,vehicle traffic space for turning of vehicles
CCI,A-FB_,Active transportation space,"traffic space for persons, animals or bicycles"
CCI,A-FBA,Walkway,active transportation spaces for pedestrians
CCI,A-FBB,Cycle path,active transportation space for bicycles
CCI,A-FBC,Cycle- and footpath,active transportation space for bicycles and pedestrians
CCI,A-FBD,Animal path,active transportation space for animals
CCI,A-FC_,Aircraft traffic space,traffic space for aircraft
CCI,A-FCA,Runway,aircraft traffic space for take-off and landing
CCI,A-FCB,Taxiway,aircraft traffic space for taxiing
CCI,A-FD_,Track space,traffic space for track bound objects
CCI,A-FDA,Rail track,track space not intended for crossing
CCI,A-FDB,Railway crossing,track space intended for crossing
CCI,A-FE_,Vessel traffic space,traffic space for vessels
CCI,A-FEA,Fairway,vessel track space for horizontal traffic
CCI,A-FEB,Sluice,vessel track space for vertical traffic
CCI,A-FF_,Traffic management space,traffic space for separation and management
CCI,A-FFA,Dividing strip,traffic management space separating traffic spaces
CCI,A-FFB,Platform space,traffic management space for change of transport mode
CCI,A-FFC,Traffic information space,traffic management space providing information
CCI,A-FFD,Clearance profile,traffic management space providing clearance to other objects
CCI,A-FFE,Prohibited area,traffic management space being part of read or street not meant for vehicle traffic
CCI,A-P__,Physical phenomenon space,space designed for the occurrence of physical phenomena
CCI,A-PA_,Matter flow space,physical phenomenon space for flow or occurrence of matter
CCI,A-PAA,Debris sapce,matter flow space for objects
CCI,A-PAB,Soild material flow space,matter flow space for soild materials
CCI,A-PAC,Gas flow spaces,matter flow space for gas
CCI,A-PAD,Liquid flow spaces,matter flow space for liquid
CCI,A-PAE,Plasma flow space,matter flow space for plasma
CCI,A-PAF,Smoke occurrence space,matter flow space for multiple matter kinds
CCI,A-PB_,Energy flow space,physical phenomenon space for flow of energy
CCI,A-PBA,Electrical energy flow space,energy flow spaces for electrical energy
CCI,A-PBB,Thermal energy flow space,energy flow spaces for thermal energy
CCI,A-PBC,Mechanical energy flow space,energy flow spaces for mechanical energy
CCI,A-PBD,Explosion space,energy flow spaces for explosion
CCI,A-PBE,Fire zone,energy flow spaces for combustion
CCI,ceco,Construction Elements - Components,construction element with characteristics which represents a basic technical solution with an inheren
CCI,cefc,Construction Elements - Functional Systems,construction element with characteristics which represents a general inherent function
CCI,cetc,Construction Elements - Technical Systems,construction element with characteristics which represents a coherent technical solution with an inhe
CCI,E-A__,Building for human needs and human activity,construction entity designed for human dwelling and activity
CCI,E-AA_,Residential building,building for human needs and human acitivity designed for permanent occupation
CCI,E-AAA,Single-family house,residential building designed for one household
CCI,E-AAB,House for multiple occupation,residential building designed for several households with individual facilities
CCI,E-AAC,Housing complex,residential building designed for several households with shared facilities
CCI,E-AB_,Hotel and restaurant building,"building for human needs and human acitivity, designed for temporary occupation and eating"
CCI,E-ABA,Hotel building,hotel and restaurant building with individual residential facilities
CCI,E-ABB,Youth hostel building,hotel and restaurant building with shared residential facilities
CCI,E-ABC,Restaurant building,hotel and restaurant building with shared eating facilities
CCI,E-AC_,Hygiene building,building for human needs and human acitivity designed to achieve personal hygiene
CCI,E-ACA,Toilet building,hygiene building designed for persons to relieve themselves
CCI,E-ACB,Baths building,hygiene building designed to enable persons to wash and possibly relieve themselves
CCI,E-ACC,Sauna building,hygiene building designed for one or more persons to take a sweat-inducing bath
CCI,E-ACD,Changing building,hygiene building designed for one or more persons to change clothing
CCI,E-AD_,Isolation building,building for human needs and human acitivity designed to cut off persons from their surroundings
CCI,E-ADA,Shelter building,isolation building designed to isolate persons from dangerous situations
CCI,E-ADB,Prison building,isolation building designed to isolate persons from other persons
CCI,E-AE_,Administration building,building for human needs and human acitivity designed to produce an immaterial result
CCI,E-AEA,Office building,administration building designed for production or interpretation of information
CCI,E-AEB,Service building,administration building designed for services
CCI,E-AEC,Emergency services building,administration building designed for acute assistance
CCI,E-AF_,Production building,building for human needs and human acitivity designed to produce a material result
CCI,E-AFA,Fabrication building,production building designed for mass production of products or raw materials
CCI,E-AFB,Workshop building,production building designed for fabrication or repair of products
CCI,E-AG_,Trading building,building for human needs and human acitivity designed for trading
CCI,E-AGA,Shop building,small trading building designed for sale of goods
CCI,E-AGB,Shopping centre,large trading building designed for sale of goods
CCI,E-AGC,Gallery,small trading building designed for display of goods
CCI,E-AGD,Exhibition hall,large trading building designed for display of goods
CCI,E-AH_,Teaching building,building for human needs and human acitivity designed for transmission of knowledge and competencies
CCI,E-AHA,School building,teaching building designed for basic education
CCI,E-AHB,University building,teaching building designed for further education
CCI,E-AHC,Course centre building,teaching building designed for courses
CCI,E-AJ_,Care facility,building for human needs and human acitivity designed for health-related and other treatment and care
CCI,E-AJA,Children's institution building,care facility designed for care of children
CCI,E-AJB,Hospital building,care facility designed for treatment of persons
CCI,E-AJC,Care home building,care facility designed for care of elderly persons
CCI,E-AK_,Leisure facility,building for human needs and human acitivity designed for relaxation or recreation
CCI,E-AKA,Summer house,leisure facility located in an area designated for holiday house development
CCI,E-AKB,Allotment hut,leisure facility located on an allotment site
CCI,E-AKC,Gazebo,leisure facility located in a garden or park
CCI,E-AKD,Conservatory,leisure facility forming an extension to a building
CCI,E-AL_,Sports building,building for human needs and human acitivity designed for a particular sporting activity
CCI,E-ALA,Sports hall,sports building designed for sporting activities
CCI,E-ALB,Stand,sports building designed for spectators
CCI,E-ALC,Swimming hall,sports building designed for swimming
CCI,E-ALD,Riding school,sports building designed for riding
CCI,E-ALE,Diving tower,sports building designed for diving
CCI,E-ALF,Bowling hall,sports building designed for bowling
CCI,E-AM_,Cultural building,building for human needs and human acitivity designed for a particular cultural activity
CCI,E-AMA,Theatre building,cultural building designed for theatre performances or plays
CCI,E-AMB,Concert building,cultural building designed for performance of music
CCI,E-AMC,Exhibition building,cultural building designed for displaying objects
CCI,E-AMD,Planetarium,cultural building designed for displaying the night sky
CCI,E-AME,Cinema building,cultural building for displaying films
CCI,E-AMF,Library building,cultural building designed for loaning books and other media
CCI,E-AMG,Multi-functional building,cultural building designed for several purposes in a shared building complex
CCI,E-AN_,Assembly hall,building for human needs and human acitivity designed for assemblies of large groups of persons
CCI,E-ANA,Residents' hall,assembly hall designed for a residents' association
CCI,E-ANB,Local hall,assembly hall designed for a local association
CCI,E-ANC,Clubhouse,assembly hall designed for a club
CCI,E-AND,Religious building,assembly hall designed for a religious community
CCI,E-AP_,Storage building,"building for human needs and human acitivity designed for storage of materials, equipment and organis"
CCI,E-APA,Materials store,storage building designed for resources
CCI,E-APB,Equipment building (garage),storage building designed for moveable technical equipment
CCI,E-APC,Animal house,storage building designed for animals
CCI,E-APD,Greenhouse,storage building designed for plants
CCI,E-APE,Mortuary,storage building designed for dead bodies
CCI,E-AQ_,Access building,building for human needs and human acitivity designed to give access to other buildings
CCI,E-AQA,Passageway,access building designed to create horizontal access between two or more buildings
CCI,E-AQB,Staircase tower,access building designed to create non-automated vertical access between two or more storeys
CCI,E-AQC,Lift tower,access building designed to create automated vertical access between two or more levels
CCI,E-AQD,Gatehouse,access building designed to create a link between two buildings by passing through a building
CCI,E-B__,Plant room,construction entity designed for active technical equipment
CCI,E-BA_,Production plant,plant room designed for production of energy or raw materials
CCI,E-BAA,Combined heat and power station,production plant designed for production of energy
CCI,E-BAB,Water treatment works,production plant designed for production of drinking water
CCI,E-BAC,Raw material plant,production plant designed for production of raw material
CCI,E-BB_,Linking equipment,technical equipment designed to link technical systems
CCI,E-BBA,Signalling equipment,wireless linking equipment designed for electromagnetic signals
CCI,E-BBB,Transmission mast,linking equipment designed for electrical power and signals suspended above ground
CCI,E-BBC,Cabling,buried cabled linking equipment designed for electrical power and signals
CCI,E-BBD,Piped network,"linking equipment designed for gas, air and liquids"
CCI,E-BBE,Coupling equipment,linking equipment designed for coupling or transforming in electrical installations
CCI,E-BC_,Disposal systems,technical equipment designed for disposal of waste products
CCI,E-BCA,Chimney system,"disposal systems designed to remove air, steam or flue gas"
CCI,E-BCB,Sewer system,disposal systems designed to remove wastewater
