Dictionary Name,Dictionary URI,Class Name,Class Code,Class Description,Class URI
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Dry dock ship repairing,Ac_30_85_24,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_85_24
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Floating dock ship repairing,Ac_30_85_30,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_85_30
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Wet dock ship repairing,Ac_30_85_97,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_85_97
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Warehousing and distribution activities,Ac_30_90,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_90
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Goods delivery,Ac_30_90_33,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_90_33
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Loading and unloading,Ac_30_90_48,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_90_48
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sorting and distributing,Ac_30_90_80,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_90_80
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Warehousing,Ac_30_90_96,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_30_90_96
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Water and land management activities,Ac_32,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Agricultural and horticultural activities,Ac_32_10,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Agricultural maintenance,Ac_32_10_02,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_02
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Farmyard activities,Ac_32_10_26,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_26
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Fertilizing,Ac_32_10_27,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_27
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Fish cultivating,Ac_32_10_29,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_29
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Glasshouse growing,Ac_32_10_34,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_34
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Harvesting,Ac_32_10_35,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_35
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Hedge laying,Ac_32_10_36,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_36
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Horticultural activities,Ac_32_10_38,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_38
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Irrigating,Ac_32_10_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Livestock activities,Ac_32_10_47,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_47
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Milking,Ac_32_10_52,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_52
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Mushroom cultivating,Ac_32_10_55,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_55
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Pest management,Ac_32_10_61,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_61
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Ploughing,Ac_32_10_64,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_64
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Poultry rearing,Ac_32_10_66,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_66
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Propagating,Ac_32_10_68,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_68
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Pruning,Ac_32_10_70,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_70
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sheep shearing,Ac_32_10_77,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_77
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sheep dipping,Ac_32_10_78,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_78
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Silviculture,Ac_32_10_79,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_79
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sowing,Ac_32_10_80,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_80
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Viticulture,Ac_32_10_94,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_94
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Weed management,Ac_32_10_96,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_10_96
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Marine and water activities,Ac_32_50,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_50
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Flood defending,Ac_32_50_30,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_50_30
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Harbour protecting,Ac_32_50_38,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_50_38
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Vessel berthing,Ac_32_50_94,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_50_94
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Vessel launching,Ac_32_50_95,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_50_95
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Natural spaces activities,Ac_32_60,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_60
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Erosion,Ac_32_60_27,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_60_27
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Flooding,Ac_32_60_30,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_32_60_30
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,"Medical, health, welfare and sanitary activities",Ac_35,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Medical activities,Ac_35_10,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Birthing,Ac_35_10_08,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_08
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Burns treating,Ac_35_10_10,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_10
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Consulting,Ac_35_10_15,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_15
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,First aiding,Ac_35_10_31,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_31
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Hearing testing,Ac_35_10_36,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_36
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Hydrotherapy,Ac_35_10_39,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_39
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Intensive caring,Ac_35_10_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Isolation caring,Ac_35_10_43,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_43
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Medical scanning,Ac_35_10_51,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_51
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Midwifery,Ac_35_10_53,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_53
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Nursing,Ac_35_10_57,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_57
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Occupational therapy,Ac_35_10_58,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_58
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Patient examining,Ac_35_10_61,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_61
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Patient screening,Ac_35_10_62,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_62
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Pharmaceutical dispensing,Ac_35_10_64,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_64
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Phototherapy,Ac_35_10_65,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_65
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Physiotherapy,Ac_35_10_66,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_66
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Radiography,Ac_35_10_70,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_70
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Radiotherapy,Ac_35_10_71,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_71
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Rehabilitating,Ac_35_10_74,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_74
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Surgical operating,Ac_35_10_85,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_10_85
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Welfare activities,Ac_35_50,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_50
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Day care,Ac_35_50_21,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_50_21
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Infant caring,Ac_35_50_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_50_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Food management activities,Ac_35_60,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_60
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Cooking,Ac_35_60_16,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_60_16
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Food preparation,Ac_35_60_30,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_60_30
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Food serving,Ac_35_60_31,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_60_31
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Funerary activities,Ac_35_70,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_70
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Ash urn storing,Ac_35_70_04,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_70_04
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Burial,Ac_35_70_10,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_70_10
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Cremating,Ac_35_70_18,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_70_18
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Interment in a vault or tomb,Ac_35_70_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_70_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sanitary activities,Ac_35_80,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_80
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Baby changing,Ac_35_80_06,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_80_06
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Bathing,Ac_35_80_07,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_80_07
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Showering,Ac_35_80_80,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_80_80
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal activities,Ac_35_85,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_85
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal care,Ac_35_85_02,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_85_02
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal exercising,Ac_35_85_04,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_85_04
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Tack maintaining,Ac_35_85_88,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_85_88
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,"Animal medical, health, welfare, funerary and sanitary activities",Ac_35_90,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_90
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal drug dispensing,Ac_35_90_25,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_90_25
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal funerary activities,Ac_35_90_32,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_90_32
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal grooming,Ac_35_90_34,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_90_34
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Animal hydrotherapy,Ac_35_90_39,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_90_39
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Veterinary caring,Ac_35_90_59,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_35_90_59
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Recreational activities,Ac_40,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Amusement activities,Ac_40_05,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Amusement arcade activities,Ac_40_05_03,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_03
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Gambling,Ac_40_05_33,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_33
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Gaming,Ac_40_05_35,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_35
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Indoor fairground riding,Ac_40_05_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Observing,Ac_40_05_58,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_58
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor activities,Ac_40_05_59,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_59
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor fairground riding,Ac_40_05_60,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_60
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Playing,Ac_40_05_63,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_63
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Theme park activities,Ac_40_05_89,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_05_89
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Dining activities,Ac_40_20,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_20
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Beverage dispensing,Ac_40_20_09,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_20_09
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Enclosed dining,Ac_40_20_27,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_20_27
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Food dispensing,Ac_40_20_28,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_20_28
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor dining,Ac_40_20_59,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_20_59
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Historic recreational activities,Ac_40_35,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_35
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Historic earthworks exploring,Ac_40_35_37,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_35_37
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Historic ruins exploring,Ac_40_35_38,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_35_38
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Historic sites exploring,Ac_40_35_39,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_35_39
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Performing arts performance activities,Ac_40_60,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Circus performing,Ac_40_60_13,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_13
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Dancing,Ac_40_60_21,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_21
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Fashion showing,Ac_40_60_29,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_29
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Filming,Ac_40_60_30,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_30
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Film screening,Ac_40_60_31,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_31
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Indoor music performing,Ac_40_60_38,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_38
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Indoor theatre activities,Ac_40_60_40,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_40
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Music recording,Ac_40_60_55,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_55
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor music performing,Ac_40_60_58,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_58
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor theatre activities,Ac_40_60_59,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_60_59
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Performing arts ancillary activities,Ac_40_65,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Amphitheatre seating,Ac_40_65_02,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_02
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Artiste changing and make-up activities,Ac_40_65_03,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_03
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Audience breaking out,Ac_40_65_04,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_04
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Audience seating,Ac_40_65_05,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_05
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Backstage activities,Ac_40_65_06,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_06
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Music recording controlling,Ac_40_65_55,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_55
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Overhead scenery storing,Ac_40_65_59,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_59
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Scenery controlling,Ac_40_65_76,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_76
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sound controlling,Ac_40_65_79,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_79
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sound excluding,Ac_40_65_80,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_80
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Theatrical lighting controlling,Ac_40_65_88,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_88
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Theatrical rehearsing,Ac_40_65_89,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_40_65_89
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Sports activities,Ac_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,"Court, pitch and field sport activities",Ac_42_15,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42_15
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Field athletics,Ac_42_15_30,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42_15_30
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Indoor court sports,Ac_42_15_42,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42_15_42
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor court sports,Ac_42_15_58,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42_15_58
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Outdoor field sports,Ac_42_15_59,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42_15_59
Uniclass,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/latest,Track athletics,Ac_42_15_90,,https://identifier.buildingsmart.org/uri/nbs/uniclass2015/1/class/Ac_42_15_90
